date,target,lstm_pred,Ridge_pred,fbProphet_pred,CNN1D_pred,GRU_pred
2018-06-01 01:00:00+00:00,0.2555864831820192,0.20869162678718567,0.22667776507183388,0.2338563504114534,0.24864092469215393,0.23975737392902374
2018-06-01 02:00:00+00:00,0.25928045576337766,0.22365865111351013,0.22376653963944326,0.22511991189500372,0.2505713105201721,0.2515895962715149
2018-06-01 03:00:00+00:00,0.26804713717124945,0.27116501331329346,0.2375729022125092,0.24377153551213268,0.27187708020210266,0.28546497225761414
2018-06-01 04:00:00+00:00,0.35103145079472436,0.3641476631164551,0.2904710995465553,0.3037277046927182,0.3516615033149719,0.3374558091163635
2018-06-01 05:00:00+00:00,0.48903514476730575,0.4911962151527405,0.3925617322832486,0.3993945190523146,0.4859890639781952,0.42492416501045227
2018-06-01 06:00:00+00:00,0.5950157384043079,0.594498872756958,0.4992502464257363,0.5020630853992244,0.6172747611999512,0.5330576300621033
2018-06-01 07:00:00+00:00,0.6325797976119247,0.6374260783195496,0.5651353690661426,0.5763015752297967,0.6741653680801392,0.5686343312263489
2018-06-01 08:00:00+00:00,0.6233188522671106,0.6362279057502747,0.5878469717522082,0.6031495756635817,0.6720845699310303,0.5607234239578247
2018-06-01 09:00:00+00:00,0.6319034364350563,0.618687629699707,0.5875441635755204,0.5906000418874485,0.6454295516014099,0.535949170589447
2018-06-01 10:00:00+00:00,0.5826851538721677,0.6033738851547241,0.5618999183232611,0.5635600604032156,0.6207373142242432,0.53520667552948
2018-06-01 11:00:00+00:00,0.5795634869020057,0.5943454504013062,0.5330748473565907,0.543753408205204,0.5921831130981445,0.4904892146587372
2018-06-01 12:00:00+00:00,0.6043287115319581,0.5945839285850525,0.5316283766027078,0.53750050828619,0.6087857484817505,0.5151292681694031
2018-06-01 13:00:00+00:00,0.6070861840222679,0.6029753684997559,0.5417980933653044,0.5396593750467488,0.6256980895996094,0.5408666729927063
2018-06-01 14:00:00+00:00,0.5960823079524467,0.614191472530365,0.5501715536728449,0.545699477843677,0.6222882866859436,0.5454434156417847
2018-06-01 15:00:00+00:00,0.5771962227829661,0.6234719157218933,0.5560495159344802,0.5572816861302249,0.6301797032356262,0.5568670630455017
2018-06-01 16:00:00+00:00,0.5693660414661429,0.6215365529060364,0.5776471803041274,0.5757073730204623,0.5929632186889648,0.516964852809906
2018-06-01 17:00:00+00:00,0.5662183606045629,0.6012926697731018,0.6033246334510519,0.592053639010803,0.5897133350372314,0.4932894706726074
2018-06-01 18:00:00+00:00,0.5488931089201634,0.5570574998855591,0.6040473741107552,0.5873010806905059,0.5778853297233582,0.476514607667923
2018-06-01 19:00:00+00:00,0.5338050518977134,0.4887810945510864,0.5595760253196249,0.545444033222311,0.5312419533729553,0.44002464413642883
2018-06-01 20:00:00+00:00,0.460706017013085,0.4130292236804962,0.4855034354403121,0.4681485834390751,0.47187408804893494,0.4154190123081207
2018-06-01 21:00:00+00:00,0.38313259280455764,0.33953478932380676,0.40610187514209267,0.37625090043514314,0.38565465807914734,0.33177176117897034
2018-06-01 22:00:00+00:00,0.3128690720844931,0.2795695960521698,0.33406879830687886,0.2953390531168932,0.32126638293266296,0.2830723524093628
2018-06-01 23:00:00+00:00,0.26154366431674514,0.2348523586988449,0.27776168999803885,0.2382329548973899,0.2622823119163513,0.23963387310504913
2018-06-02 00:00:00+00:00,0.23061314742072267,0.20652560889720917,-0.08503573788517561,0.20058636177467892,0.23616734147071838,0.21016182005405426
2018-06-02 01:00:00+00:00,0.2073827423844333,0.19531875848770142,-0.10184769320396468,0.1731359400451502,0.21362578868865967,0.1936928927898407
2018-06-02 02:00:00+00:00,0.19637886631461202,0.2029690146446228,-0.10475891863635528,0.15756338319022214,0.20967552065849304,0.18775011599063873
2018-06-02 03:00:00+00:00,0.167685544080539,0.23820078372955322,-0.09095255606328936,0.16903231201851707,0.203667551279068,0.19220595061779022
2018-06-02 04:00:00+00:00,0.15207720922972867,0.30859455466270447,-0.03805435872924323,0.22150640833973942,0.23515191674232483,0.19989487528800964
2018-06-02 05:00:00+00:00,0.1992143804791759,0.40455231070518494,0.06403627400745013,0.3094453338526218,0.2926563322544098,0.23905739188194275
2018-06-02 06:00:00+00:00,0.24333394032413308,0.4826173782348633,0.1707247881499378,0.4041997022826421,0.3785552978515625,0.3383592963218689
2018-06-02 07:00:00+00:00,0.27847870762987437,0.5150232315063477,0.236609910790344,0.47040263361215007,0.4275357723236084,0.3872159421443939
2018-06-02 08:00:00+00:00,0.2877396529746885,0.49097809195518494,0.2593215134764097,0.4891635224425018,0.4342019259929657,0.3977680504322052
2018-06-02 09:00:00+00:00,0.28766161130043444,0.3421913981437683,0.2590187052997219,0.46854933435510104,0.3953649401664734,0.3858015537261963
2018-06-02 10:00:00+00:00,0.2870893056892381,0.3348217010498047,0.2333744600474625,0.43354464659888103,0.36083364486694336,0.3963226079940796
2018-06-02 11:00:00+00:00,0.2705444707473791,0.33121681213378906,0.20454938908079212,0.4059534260743465,0.32290118932724,0.3356913626194
2018-06-02 12:00:00+00:00,0.2614916365339091,0.33306410908699036,0.20310291832690924,0.3921781536332863,0.3293880522251129,0.34632793068885803
2018-06-02 13:00:00+00:00,0.22949455008974792,0.34787291288375854,0.21327263508950586,0.3871598977120669,0.3537973165512085,0.3600479066371918
2018-06-02 14:00:00+00:00,0.27028433183319894,0.37627196311950684,0.22164609539704627,0.3864512754293639,0.3370989263057709,0.3488464653491974
2018-06-02 15:00:00+00:00,0.2987955568273458,0.4090813398361206,0.22752405765868164,0.39179547509705703,0.3542517125606537,0.3424236476421356
2018-06-02 16:00:00+00:00,0.3330298379334565,0.4309985339641571,0.24912172202832886,0.40457442776895564,0.36781299114227295,0.3325440287590027
2018-06-02 17:00:00+00:00,0.3545173122447387,0.43025487661361694,0.2747991751752533,0.41594310057515194,0.39464205503463745,0.3346974551677704
2018-06-02 18:00:00+00:00,0.36635363283993655,0.40321221947669983,0.27552191583495667,0.40695634777131856,0.40178588032722473,0.3341883420944214
2018-06-02 19:00:00+00:00,0.36778439686792747,0.35431382060050964,0.23105056704382648,0.3616782593838735,0.3724697232246399,0.31780847907066345
2018-06-02 20:00:00+00:00,0.3260321011420098,0.2983521521091461,0.15697797716451356,0.28183931510848487,0.32273662090301514,0.3080568015575409
2018-06-02 21:00:00+00:00,0.2733019432376889,0.24328304827213287,0.07757641686629414,0.1883339009681879,0.2706347703933716,0.25082311034202576
2018-06-02 22:00:00+00:00,0.21451054863297,0.1958201825618744,0.005543340031080285,0.10680136820541544,0.2151273787021637,0.20219625532627106
2018-06-02 23:00:00+00:00,0.17247210010145417,0.15784378349781036,-0.05076376827775969,0.05010528417982418,0.15526455640792847,0.16266238689422607
2018-06-03 00:00:00+00:00,0.14752477823157567,0.12997326254844666,0.0058863035486438646,0.013934810375019195,0.12599191069602966,0.13468694686889648
2018-06-03 01:00:00+00:00,0.13300902682032206,0.09934880584478378,-0.010925651770145196,-0.010946768362195462,0.05175754800438881,0.09970961511135101
2018-06-03 02:00:00+00:00,0.13256679066621577,0.08255194127559662,-0.013836877202535803,-0.02284037654250904,0.0652400553226471,0.09676367044448853
2018-06-03 03:00:00+00:00,0.11711453916391353,0.0889749601483345,-3.0514629469879734e-05,-0.006574602616578168,0.05852273479104042,0.10958243161439896
2018-06-03 04:00:00+00:00,0.11290028875419474,0.1231570690870285,0.05286768270457625,0.05181217990208435,0.08172032237052917,0.11993324756622314
2018-06-03 05:00:00+00:00,0.15418433443458807,0.17394870519638062,0.1549583154412695,0.1467675803447387,0.15488484501838684,0.13046032190322876
2018-06-03 06:00:00+00:00,0.1974194219713327,0.22291187942028046,0.2616468295837573,0.24962011853536717,0.2428397536277771,0.16180121898651123
2018-06-03 07:00:00+00:00,0.23706459249239092,0.25827908515930176,0.3275319522241635,0.3249708424682039,0.3300562798976898,0.21226651966571808
2018-06-03 08:00:00+00:00,0.2593584974376317,0.27952462434768677,0.3502435549102292,0.353887268243033,0.3690375089645386,0.25410744547843933
2018-06-03 09:00:00+00:00,0.26742280377721706,0.2858872413635254,0.34994074673354136,0.344384955046226,0.38928303122520447,0.25847581028938293
2018-06-03 10:00:00+00:00,0.26682448427460265,0.2842775285243988,0.324296501481282,0.32138792914829534,0.38194021582603455,0.24232366681098938
2018-06-03 11:00:00+00:00,0.23969199552561068,0.2867557406425476,0.2954714305146116,0.30663094634042504,0.3542135953903198,0.22396089136600494
